geonameid,lat,lon,country_code,name_en,name_zh,population,is_city
1128310,34.79951,62.13917,AF,Rabāţ-e Sangī-ye Pā’īn,,0,1
1128565,33.52234,68.6264,AF,Rāmak,,0,1
1128954,36.91939,65.0649,AF,Qurghān,,0,1
1129013,34.06183,66.27801,AF,Quchanghī,,0,1
1129077,35.68747,64.29318,AF,Qaīşār,,0,1
1129516,37.41853,66.04358,AF,Qarqīn,,15018,1
1129555,34.55402,70.24292,AF,Qarghah’ī,,0,1
1129636,37.03999,66.78891,AF,Qarchī Gak,,8942,0
1129648,37.21959,68.7802,AF,Qarāwul,,24544,0
1129678,34.94023,61.77589,AF,Qarah Bāgh,,12412,1
1129680,33.19801,68.10798,AF,Qarah Bāgh,,0,1
1129867,34.98735,63.12891,AF,Qala i Naw,,9000,1
1129928,38.04119,70.47298,AF,Qal‘ah-ye Kūf,,0,1
1129932,32.61591,63.66681,AF,Qal‘ah-ye Kuhnah,,0,1
1130065,35.54729,65.5676,AF,Qal‘ah-ye Shahr,,7756,0
1130131,32.10575,66.90833,AF,Qalāt,,12191,1
1130132,34.64921,70.5914,AF,Qal‘ah-ye Shāhī,,0,1
1130233,34.8085,63.43003,AF,Qādis,,0,1
1130469,35.42064,70.92261,AF,Pārūn,,1000,1
1130490,35.94458,68.71512,AF,Pul-e Khumrī,,56369,1
1130497,33.99529,69.02274,AF,Pul-e ‘Alam,,13247,1
1130981,35.76664,65.76486,AF,Pasnay,,0,1
1130997,31.5572,65.4343,AF,Pāshmūl,,0,1
1131045,33.68956,64.8531,AF,Pasāband,,0,1
1131162,34.38795,67.02327,AF,Panjāb,,13471,1
1131316,34.58787,68.95091,AF,Paghmān,,49157,0
1131389,32.90029,68.79627,AF,Ōmnah,,0,1
1131406,34.36972,63.17639,AF,Ōbêh,,0,1
1131462,32.92775,66.63253,AF,Uruzgān,,13388,0
1131479,32.9515,69.1828,AF,Urgun,,0,1
1131591,38.4435,70.80413,AF,Nūsay,,0,1
1131625,34.61341,70.76498,AF,Nūrgal,,0,1
1131649,32.40315,64.46959,AF,Now Zād,,0,1
1131833,33.72178,66.13023,AF,Nīlī,,30058,1
1132034,34.73414,66.95292,AF,Nayak,,0,1
1132046,32.5723,66.77403,AF,Nāyak,,0,1
1132127,35.62398,70.00511,AF,Now Dahānak,,0,1
1132172,33.89793,67.95652,AF,Ōkak,,0,1
1132336,35.21995,71.52284,AF,Nāṟay,,0,1
1132344,34.76009,71.04738,AF,Narang,,0,1
1132465,33.18934,69.27179,AF,Nīkêh,,0,1
1132495,36.0649,69.13343,AF,Nahrīn,,22363,1
1132550,31.64286,64.23982,AF,Ḩukūmat-e Nād ‘Alī,,0,1
1132604,32.44565,64.74486,AF,Mūsá Qal‘ah,,0,1
1132770,35.58408,63.32886,AF,Bala Murghab,,0,1
1132807,32.82009,67.76934,AF,Muqêr,,0,1
1133105,34.21422,69.10026,AF,Muḩammad Āghah Wuluswālī,,0,1
1133154,32.17635,66.51271,AF,Mīzān ‘Alāqahdārī,,0,1
1133270,34.74999,69.11899,AF,Mīr Bachah Kōṯ,,5405,1
1133279,34.22037,68.31259,AF,Mīrān,,0,1
1133310,30.43624,61.8383,AF,Mīrābād,,14160,0
1133453,35.92139,64.78361,AF,Maymana,迈马纳,75900,1
1133456,33.64916,69.7812,AF,Maīdān Khūlah,,0,1
1133544,37.0279,66.12817,AF,Mingajik,,0,1
1133574,34.67139,70.20944,AF,Mehtar Lām,,17345,1
1133616,36.70904,67.11087,AF,Mazār-e Sharīf,,523300,1
1133657,38.40856,71.03839,AF,Māymay,,0,1
1133689,33.24001,68.8663,AF,Mutā Khān,,0,1
1133749,36.81665,70.10211,AF,Mashhad,,0,1
1133856,36.99252,66.29654,AF,Mardīān,,0,1
1133987,35.28403,70.17017,AF,Mandōl,,0,1
1134074,34.24494,69.9968,AF,Māmā Khēl,,0,1
1134720,31.59382,64.37161,AF,Lashkar Gāh,,43934,1
1134724,31.71382,61.62272,AF,Lāsh-e Juwayn,,0,1
1134762,35.48936,66.66409,AF,Larkird,,11635,0
1134887,34.50141,66.27997,AF,La‘l,,0,1
1135158,33.29565,61.95221,AF,Kushk,,16952,0
1135427,31.46404,62.69955,AF,Rāẕay Balochi,,2000,0
1135514,34.10319,70.46073,AF,Kōṯowāl,,0,1
1135625,34.8711,62.54762,AF,Kushk-e Kuhnah,,0,1
1135656,36.02866,70.77258,AF,Kuran wa Munjan,,0,1
1135689,36.72895,68.857,AF,Kunduz,昆都士,161902,1
1135960,33.99916,69.21582,AF,Khōshī,,0,1
1135980,32.68567,68.23801,AF,Khōshāmand,,0,1
1136235,37.06588,69.42126,AF,Khwājah Ghār,,0,1
1136250,36.82881,65.62432,AF,Khwājah Dū Kōh,,0,1
1136354,37.88965,70.21875,AF,Deh Khwāhān,,0,1
1136414,33.4948,70.00605,AF,Khulbisāt,,0,1
1136442,31.56267,66.5814,AF,Khūgyāṉī,,0,1
1136469,33.33951,69.92041,AF,Khōst,,96123,1
1136575,36.69736,67.69826,AF,Khulm,,64933,1
1136604,35.17835,67.68758,AF,Khudāydād Khēl,,0,1
1136723,35.58908,68.90093,AF,Khinjān,,0,1
1136737,35.42898,69.73482,AF,Khinj,,0,1
1136863,31.52919,62.79055,AF,Khāsh,,15133,0
1137079,30.5488,63.7888,AF,Khān Neshīn,,25600,1
1137121,36.62587,69.53695,AF,Khānaqāh,,0,1
1137147,37.00108,65.22392,AF,Chahār Bāgh,,0,1
1137148,36.95127,72.318,AF,Khandūd,,5521,1
1137160,36.86279,66.16656,AF,Khānaqāh,,0,1
1137168,36.68304,69.11279,AF,Khanabad,,71531,1
1137247,37.5275,65.75833,AF,Khamyāb,,0,1
1137359,32.8385,67.07377,AF,Khākirān,,0,1
1137548,34.24088,70.18274,AF,Kaz̲h̲ah,,0,1
1137745,31.62519,65.05511,AF,Kishk-e Nakhūd,,0,1
1137807,34.48108,62.5863,AF,Karukh,,17484,1
1138321,34.9536,70.77897,AF,Kanḏay,,0,1
1138336,31.61332,65.71013,AF,Kandahār,坎大哈,523300,1
1138590,33.83676,68.40233,AF,Kalān Deh,,0,1
1138636,34.78371,69.15001,AF,Kalakān,,0,1
1138657,36.77226,69.94489,AF,Kalafgān,,0,1
1138714,33.20357,65.47311,AF,Kajrān,,0,1
1138801,34.12819,70.71828,AF,Kā’ī,,0,1
1138958,34.52813,69.17233,AF,Kabul,喀布尔,4434550,1
1139085,36.86477,70.83421,AF,Jurm,,23064,1
1139335,35.06361,64.14917,AF,Jawand,,0,1
1139500,32.76315,68.39722,AF,Jānī Khēl,,0,1
1139683,34.4708,68.65438,AF,Jalrēz,,0,1
1139715,34.42647,70.45153,AF,Jalālābād,,271900,1
1139807,35.11833,69.23778,AF,Jabal os Saraj,,15032,1
1139967,31.98303,67.33558,AF,Ḩukūmat-e Shīnkaī,,0,1
1140026,34.34817,62.19967,AF,Herāt,赫拉特,574300,1
1140341,35.10922,69.43341,AF,Ḩājī Khēl,,0,1
1140433,37.05643,70.40061,AF,Ḩāfiz̧ Moghul,,0,1
1140435,34.28665,70.37247,AF,Ḩāfiz̧ān,,0,1
1140605,34.21223,62.21235,AF,Guz̄arah,,0,1
1140614,34.35822,70.76264,AF,Gōshtah,,0,1
1140623,32.50989,68.85598,AF,Gōmal Kêlay,,0,1
1140919,32.72692,67.63696,AF,‘Alāqahdārī Gēlān,,0,1
1140970,34.3448,61.49321,AF,Ghōriyān,,0,1
1141089,35.73062,63.78264,AF,Ghormach,,30000,1
1141098,36.5222,70.79063,AF,Ghurayd Gharamē,,0,1
1141269,33.55391,68.42096,AF,Ghazni,,141000,1
1141540,31.82089,64.57005,AF,Gereshk,,43588,1
1141857,33.59744,69.22592,AF,Gardez,,103601,1
1142170,37.11664,70.58002,AF,Fayzabad,,44421,1
1142171,36.82091,66.45921,AF,Faīẕābād,,0,1
1142172,36.29111,64.86222,AF,Fayẕābād,,0,1
1142234,33.78529,63.24735,AF,Qal‘ah-ye Fārsī,,0,1
1142239,36.57288,69.85783,AF,Farkhār,,10480,1
1142264,32.37451,62.11638,AF,Farah,法拉,43561,1
1142330,34.83268,69.07756,AF,Istālif,,41413,1
1142404,34.66667,61.06667,AF,Eslam Qaleh,,18086,0
1142409,37.3011,66.46181,AF,Islām Chumgar,,5000,0
1142517,34.30157,62.2465,AF,Injīl,,0,1
1142545,37.18897,68.93644,AF,Imām Şāḩib,,9659,1
1142738,35.60918,68.68473,AF,Dōshī,,0,1
1142758,34.55132,65.79302,AF,Dowlatyār,,0,1
1142761,34.9504,70.07102,AF,Dowlat Shāh,,0,1
1142776,36.98821,66.82069,AF,Dowlatābād,,0,1
1142777,36.43259,64.92071,AF,Dowlatābād,,0,1
1142852,32.14237,61.4469,AF,Dū Qal‘ah,,0,1
1142964,35.56277,67.82191,AF,Dūāb,,0,1
1143255,32.43205,65.63484,AF,Dê Nārkhēl Kêlay,,0,1
1143477,35.95806,67.27998,AF,Dehī,,0,1
1143529,35.69031,69.31511,AF,Deh-e Şalāḩ,,0,1
1143548,34.74767,69.04784,AF,Deh-e Now,,0,1
1143630,36.66319,66.99339,AF,Dehdādī,,0,1
1143782,33.28159,69.58531,AF,Dwah Manḏay,,0,1
1143814,37.1539,69.4435,AF,Dasht-e Qal‘ah,,0,1
1143816,33.02978,63.8395,AF,Dasht-e Qal‘ah,,0,1
1143838,37.13333,69.16667,AF,Dasht-e Archī,,8263,0
1143874,35.97744,65.37828,AF,Darzāb,,9642,1
1143901,31.13231,64.1934,AF,Markaz-e Ḩukūmat-e Darwēshān,,9012,0
1144040,37.38414,69.45294,AF,Darqad,,0,1
1144121,36.86667,70.38333,AF,Darāyim,,0,1
1144166,34.99249,71.41935,AF,Dāngām,,0,1
1144185,34.79095,69.47504,AF,Ḏanḏar,,0,1
1144559,35.90617,68.48869,AF,Ḩukūmatī Dahanah-ye Ghōrī,,3307,1
1144905,34.69246,70.92688,AF,Tsowkêy,,0,1
1144942,35.41674,65.98234,AF,Chīras,,12779,0
1145001,37.07045,69.29842,AF,Chīchkah,,8792,0
1145007,34.34731,63.73966,AF,Chisht-e Sharīf,,0,1
1145124,32.01583,65.10721,AF,Chinār,,0,1
1145128,36.67818,66.80325,AF,Chimtāl,,0,1
1145348,33.79712,68.93749,AF,Charkh,,0,1
1145352,35.01361,69.17139,AF,Charikar,恰里卡尔,53676,1
1145364,36.69132,68.79093,AF,Dowr-e Rabāţ,,0,1
1145417,33.83003,69.9192,AF,Tsapêraī,,0,1
1145511,33.80298,69.81671,AF,Tsamkanī,,0,1
1145605,34.34099,69.4377,AF,Chakaray,,0,1
1145607,36.91112,71.0688,AF,Chākarān,,0,1
1145799,33.55267,68.29828,AF,Chahār Qal‘ah,,0,1
1145866,34.24475,62.19165,AF,Chahār Burj,,11935,0
1145897,37.39773,69.81464,AF,Chāh Āb,,0,1
1145904,34.51952,65.25093,AF,Fayrōz Kōh,,15000,1
1146336,34.87706,68.0879,AF,Bulōlah,,0,1
1146576,35.84026,65.2309,AF,Bal Chirāgh,,0,1
1146694,35.39205,68.22317,AF,Bāzār-e Tālah,,0,1
1146822,34.24749,70.87218,AF,Muhmand Dara,,6835,1
1146911,36.22242,69.15037,AF,Būrkah,,0,1
1146979,35.67283,71.34339,AF,Barg-e Matāl,,0,1
1147065,33.93949,68.92201,AF,Barakī,,15000,0
1147066,33.96744,68.9492,AF,Baraki Barak,,22305,1
1147118,35.63348,69.26019,AF,Banū,,0,1
1147242,34.82156,67.82734,AF,Bāmyān,,61863,1
1147290,36.75635,66.8972,AF,Balkh,巴尔赫,114883,1
1147489,37.00254,70.90664,AF,Bahārak,,32551,1
1147511,34.49376,69.27427,AF,Bagrāmī,,0,1
1147513,34.96694,69.265,AF,Bagrām,,113173,0
1147540,36.13068,68.70829,AF,Baghlān,,108449,1
1147851,34.17355,69.64573,AF,Ḩukūmatī Azrah,,12526,1
1148106,37.08571,69.47958,AF,Ārt Khwājah,,18623,0
1148114,31.73506,67.3574,AF,‘Alāqahdārī Aṯghar,,0,1
1148205,35.03333,71.35809,AF,Āsmār,,15708,1
1148268,36.68333,71.53333,AF,Ashkāsham,,12120,0
1148311,34.87311,71.14697,AF,Asadābād,,48400,1
1148390,31.55981,66.48926,AF,Arghestān,,894,0
1148560,36.905,66.18341,AF,Aqcha,,0,1
1148658,36.95293,65.12376,AF,Andkhoy,,37900,1
1148695,35.23251,69.37719,AF,’Unābah,,0,1
1148709,32.7587,61.65397,AF,Anār Darah,,10023,1
1148792,30.21144,66.04765,AF,Amānzī,,0,1
1148863,35.84616,64.53074,AF,‘Alāqahdārī-ye Almār,,0,1
1148893,33.4362,70.06711,AF,‘Alī Shēr ‘Alāqahdārī,,0,1
1148911,34.83529,70.3593,AF,Wuluswālī ‘Alīngār,,0,1
1148939,33.94253,69.71908,AF,‘Alī Khēl,,0,1
1149049,33.05195,68.65,AF,‘Alāqahdārī Yōsuf Khēl,,0,1
1149052,30.43206,63.29802,AF,‘Alāqahdārī Dīshū,,9196,1
1149107,34.8965,69.72049,AF,Alah Sāy,,0,1
1149348,34.20011,70.27806,AF,Pachīr wa Āgām,,0,1
1149371,36.66172,69.35095,AF,Āfāqī,,0,1
1149379,33.64573,62.26959,AF,Adraskan,,0,1
1149550,35.08796,63.0678,AF,Āb-e Kamarī,,0,1
1348242,33.92232,65.93398,AF,Khadīr,,0,1
1349513,34.95076,69.2287,AF,Ghulām ‘Alī,,0,1
1349709,34.8529,69.17062,AF,Qarah Bāgh Bāzār,,0,1
1349845,34.78764,69.05878,AF,Zargarān,,0,1
1349934,34.68474,69.02863,AF,Surkh Bilandī,,0,1
1349969,34.59972,69.25993,AF,Pul-e Sangī,,0,1
1422873,35.99474,68.05081,AF,Langar,,0,1
1423264,35.22156,69.21397,AF,Bāgh-e Maīdān,,0,1
1423451,35.05352,69.25654,AF,Ibrāhīm Khān,,0,1
1427089,37.21528,67.63972,AF,Qaranghū Tōghaī,,0,1
1429434,35.31292,69.51519,AF,Bāzārak,,65000,1
1429499,35.01468,69.59934,AF,Shērwānī-ye Bālā,,0,1
1429521,35.2973,69.68125,AF,Kirāmān,,0,1
1434016,32.79331,69.0866,AF,‘Alāqahdārī Saṟōbī,,0,1
1435007,33.15806,69.31278,AF,Zīṟūk ‘Alāqahdārī,,0,1
1437312,32.28991,61.52194,AF,Kushkak,,0,1
1437517,32.85355,68.44971,AF,Khayr Kōṯ,,0,1
1448087,33.38278,66.27233,AF,Chowṉêy,,0,1
1451863,34.91914,71.09863,AF,Wuṯahpūr,,0,1
1452109,34.96597,71.2746,AF,Karbōṟī,,0,1
1453103,34.41204,70.29634,AF,Sulţānpūr-e ‘Ulyā,,0,1
1453777,31.66144,65.66098,AF,Bābā Şāḩib,,0,1
1454590,34.58469,68.95524,AF,Chandal Bā’ī,,0,1
1455430,34.92891,68.46273,AF,Dahan-e Jarf,,0,1
1456960,34.39561,68.86618,AF,Maydanshakhr,,1600,1
1459933,34.15599,64.78566,AF,Dū Laīnah,,0,1
1464552,36.83006,65.04299,AF,Qaram Qōl,,0,1
1464922,35.61794,69.47134,AF,Pul-e Ḩişār,,0,1
1465349,36.02634,66.83799,AF,Lab-Sar,,1068,0
1467349,36.61922,69.62805,AF,Ţāqchah Khānah,,0,1
1467433,37.52845,70.4482,AF,March,,0,1
1467505,37.59233,70.55814,AF,Zīrakī,,0,1
1467976,36.52115,68.89985,AF,‘Alīābād,,0,1
1468514,37.47355,70.61617,AF,Pas Pul,,0,1
1469237,34.39951,69.16705,AF,Qal‘ah-ye Na‘īm,,0,1
